FORT WORTH,Serial No/VIN,VIN6,Ending Balance, 2100        ,VIN6,Description,Control    
2026 GMC Truck GMC SIER 15E,1GTUUCED9TZ143421,143421,"$64,386.75 "," (64,386.75)",143421,2026 GMC SIERRA 1500    8/28/25  1GTUUCED9TZ143421,G35248
2026 GMC Truck GMC SIER 15E,1GTUUCED5TZ143450,143450,"$64,386.75 "," (64,386.75)",143450,2026 GMC SIERRA 1500    8/28/25  1GTUUCED5TZ143450,G35249
2026 GMC Truck GMC SIER 15E,1GTUUCED0TZ143565,143565,"$64,386.75 "," (64,386.75)",143565,2026 GMC SIERRA 1500    8/28/25  1GTUUCED0TZ143565,G35250
2026 GMC Truck GMC SIER 15E,1GTUUCED3TZ143849,143849,"$64,386.75 "," (64,386.75)",143849,2026 GMC SIERRA 1500    9/02/25  1GTUUCED3TZ143849,G35280
2026 GMC Truck GMC SIER 15E,1GTUUCED8TZ176653,176653,"$64,386.75 "," (64,386.75)",176653,2026 GMC SIERRA 1500   10/14/25  1GTUUCED8TZ176653,G35624
2026 GMC Truck GMC SIER 15E,1GTUUCED7TZ176708,176708,"$64,386.75 "," (64,386.75)",176708,"SALMERON JR, RICHARD   10/06/25  1GTUUCED7TZ176708",G35547
2026 GMC Truck GMC SIER 15E,1GTUUCED8TZ176748,176748,"$64,386.75 "," (64,386.75)",176748,2026 GMC SIERRA 1500   10/01/25  1GTUUCED8TZ176748,G35490
2026 GMC Truck GMC SIER 15E,3GTUUCEDXTG295143,295143,"$64,418.23 "," (64,418.23)",295143,2026 GMC SIERRA 1500    3/26/26  3GTUUCEDXTG295143,G36590
2026 GMC Truck GMC SIER 15E,3GTUUCEDXTG327301,327301,"$64,422.85 "," (64,422.85)",327301,2026 GMC SIERRA 1500    4/20/26  3GTUUCEDXTG327301,G36736
2026 GMC Truck GMC SIER 15E,3GTUUCED3TG327575,327575,"$64,422.85 ",,,,
2026 GMC Truck GMC SIER 15E,3GTUUCED3TG327785,327785,"$64,422.85 "," (64,422.85)",327785,2026 GMC SIERRA 1500    4/10/26  3GTUUCED3TG327785,G36718
2026 GMC Truck GMC SIER 15E,3GTUUCED7TG327854,327854,"$64,422.85 ",,,,
2026 GMC Truck GMC SIER 15E,3GTUUCED6TG327862,327862,"$64,422.85 ",,,,
2026 GMC Truck GMC SIER 15E,3GTUUCEDXTG340954,340954,"$64,422.85 ",,,,
2026 GMC Truck GMC SIER 15E,3GTUUCED2TG340995,340995,"$64,422.85 "," (64,422.85)",340995,2026 GMC SIERRA 1500    4/29/26  3GTUUCED2TG340995,G36769
2026 GMC Truck GMC SIER 15E,1GTUUCED8TZ356912,356912,"$64,422.85 ",,,,
2026 GMC Truck GMC SIER 15E,3GTUUCED9TG352366,352366,"$64,834.48 ",,,,
2026 GMC Truck GMC SIER 15E,3GTUUCED4TG352369,352369,"$64,834.48 ",,,,
2026 GMC Truck GMC SIER 15E,3GTUUCED4TG352372,352372,"$64,834.48 ",,,,
2026 GMC Truck GMC SIER 15E,3GTUUCED7TG352429,352429,"$64,834.48 ",,,,
2026 GMC Truck GMC SIER 15E,3GTUUCED0TG352434,352434,"$64,834.48 ",,,,
2026 GMC Truck GMC SIER 15E,3GTUUCED6TG352437,352437,"$64,834.48 ",,,,
2026 GMC Truck GMC SIER 15E,3GTUUCEDXTG327542,327542,"$64,880.73 ",,,,
2026 GMC Truck GMC SIER 15E,3GTUUCED7TG327644,327644,"$64,880.73 ",,,,
2026 GMC Truck GMC SIER 15E,3GTUUCED4TG327648,327648,"$64,880.73 ",,,,
2026 GMC Truck GMC SIER 15E,3GTUUCED7TG327787,327787,"$64,880.73 ",,,,
2026 GMC Truck GMC SIER 15E,3GTUUCED3TG327799,327799,"$64,880.73 ",,,,
2026 GMC Truck GMC SIER 15E,3GTUUCED0TG327856,327856,"$64,880.73 ",,,,
2026 GMC Truck GMC SIER 15E,3GTUUCEDXTG327928,327928,"$64,880.73 ",,,,
2026 GMC Truck GMC SIER 15E,3GTUUCED7TG327935,327935,"$64,880.73 "," (64,880.73)",327935,2026 GMC SIERRA 1500    4/22/26  3GTUUCED7TG327935,G36745
2026 GMC Truck GMC SIER 15E,3GTUUCEDXTG327993,327993,"$64,880.73 ",,,,
2026 GMC Truck GMC SIER 15E,3GTUUCED2TG341418,341418,"$64,880.73 ",,,,
2026 GMC Truck GMC SIER 15E,3GTUUCED5TG341574,341574,"$64,880.73 "," (64,880.73)",341574,2026 GMC SIERRA 1500    4/22/26  3GTUUCED5TG341574,G36746
2026 GMC Truck GMC SIER 15E,3GTUUCED0TG341580,341580,"$64,880.73 "," (64,880.73)",341580,2026 GMC SIERRA 1500    4/30/26  3GTUUCED0TG341580,G36788
2026 GMC Truck GMC SIER 15E,3GTUUCED0TG341644,341644,"$64,880.73 "," (64,880.73)",341644,2026 GMC SIERRA 1500    4/20/26  3GTUUCED0TG341644,G36737
2026 GMC Truck GMC SIER 15E,3GTUUCED0TG341806,341806,"$64,880.73 "," (64,880.73)",341806,2026 GMC SIERRA 1500    4/23/26  3GTUUCED0TG341806,G36750
2026 GMC Truck GMC SIER 15E,1GTUUCEDXTZ352408,352408,"$64,880.73 "," (64,880.73)",352408,2026 GMC SIERRA 1500    4/29/26  1GTUUCEDXTZ352408,G36772
2026 GMC Truck GMC SIER 15E,1GTUUCED0TZ356161,356161,"$64,880.73 "," (64,880.73)",356161,2026 GMC SIERRA 1500    4/29/26  1GTUUCED0TZ356161,G36771
2026 GMC Truck GMC SIER 15E,1GTUUCED5TZ356303,356303,"$64,880.73 "," (64,880.73)",356303,2026 GMC SIERRA 1500    4/29/26  1GTUUCED5TZ356303,G36787
2026 GMC Truck GMC SIER 15E,1GTUUCED5TZ356916,356916,"$64,880.73 "," (64,880.73)",356916,2026 GMC SIERRA 1500    4/30/26  1GTUUCED5TZ356916,G36796
2026 GMC Truck GMC SIER 15E,3GTUUCE86TG317478,317478,"$65,107.35 "," (65,107.35)",317478,"J7 TRUCKING, LLC        3/30/26  3GTUUCE86TG317478",G36638
2026 GMC Truck GMC SIER 15E,3GTUUCE81TG317484,317484,"$65,107.35 "," (65,107.35)",317484,2026 GMC SIERRA 1500    4/03/26  3GTUUCE81TG317484,G36675
2026 GMC Truck GMC SIER 15E,3GTUUCE83TG317681,317681,"$65,107.35 "," (65,107.35)",317681,"J7 TRUCKING, LLC        4/09/26  3GTUUCE83TG317681",G36714
2026 GMC Truck GMC SIER 15E,3GTUUCE89TG317684,317684,"$65,107.35 "," (65,107.35)",317684,2026 GMC SIERRA 1500    4/07/26  3GTUUCE89TG317684,G36690
2026 GMC Truck GMC SIER 15E,3GTUUCED8TG317091,317091,"$65,292.35 "," (65,292.35)",317091,2026 GMC SIERRA 1500    4/09/26  3GTUUCED8TG317091,G36715
2026 GMC Truck GMC SIER 15E,3GTUUCED7TG352995,352995,"$65,292.35 ",,,,
2026 GMC Truck GMC SIER 15E,3GTUUCED9TG352996,352996,"$65,292.35 ",,,,
2026 GMC Truck GMC SIER 15E,3GTUUCED3TG353058,353058,"$65,292.35 ",,,,
2026 GMC Truck GMC SIER 15E,3GTUUCED1TG353060,353060,"$65,292.35 ",,,,
2026 GMC Truck GMC SIER 15E,3GTUUCED3TG353061,353061,"$65,292.35 ",,,,
2026 GMC Truck GMC SIER 15E,3GTUUCED9TG353064,353064,"$65,292.35 ",,,,
2026 GMC Truck GMC SIER 15E,3GTUUCED9TG353078,353078,"$65,292.35 ",,,,
2026 GMC Truck GMC SIER 15E,1GTUUCED8TZ361902,361902,"$65,292.35 ",,,,
2026 GMC Truck GMC SIER 15E,1GTUUCED7TZ361938,361938,"$65,292.35 "," (65,292.35)",361938,2026 GMC SIERRA 1500    4/30/26  1GTUUCED7TZ361938,G36789
2026 GMC Truck GMC SIER 15E,1GTUUCE84TZ284450,284450,"$65,565.23 "," (65,565.23)",284450,2026 GMC SIERRA 1500    2/24/26  1GTUUCE84TZ284450,G36340
2026 GMC Truck GMC SIER 15E,3GTUUCE87TG318087,318087,"$65,565.23 "," (65,565.23)",318087,2026 GMC SIERRA 1500    4/23/26  3GTUUCE87TG318087,G36751
2026 GMC Truck GMC SIER 15E,3GTUUCE89TG318088,318088,"$65,565.23 "," (65,565.23)",318088,2026 GMC SIERRA 1500    4/09/26  3GTUUCE89TG318088,G36716
2026 GMC Truck GMC SIER 15E,3GTUUCE87TG318090,318090,"$65,565.23 "," (65,565.23)",318090,2026 GMC SIERRA 1500    4/03/26  3GTUUCE87TG318090,G36676
2026 GMC Truck GMC SIER 15E,3GTUUCE82TG318093,318093,"$65,565.23 "," (65,565.23)",318093,"BLANKENSHIP, CURTIS J   4/03/26  3GTUUCE82TG318093",G36677
2026 GMC Truck GMC SIER 15E,3GTUUCE86TG318100,318100,"$65,565.23 "," (65,565.23)",318100,2026 GMC SIERRA 1500    4/07/26  3GTUUCE86TG318100,G36694
2026 GMC Truck GMC SIER 15E,3GTUUCE82TG318109,318109,"$65,565.23 "," (65,565.23)",318109,2026 GMC SIERRA 1500    3/31/26  3GTUUCE82TG318109,G36645
2026 GMC Truck GMC SIER EV,1GT1ETED9TU409825,409825,"$65,951.94 "," (65,951.94)",409825,2026 GMC SIERRA EV      1/13/26  1GT1ETED9TU409825,G36153
2026 GMC Truck GMC SIER 15A,3GTUUEE83TG331611,331611,"$69,208.38 "," (69,208.38)",331611,2026 GMC SIERRA 1500    4/20/26  3GTUUEE83TG331611,G36739
2026 GMC Truck GMC YUK 2ELE,1GKS1BKD8TR303436,303436,"$70,820.98 "," (70,820.98)",303436,"NOTTINGHAM, JONATHON    3/26/26  1GKS1BKD8TR303436",G36597
2026 GMC Truck GMC SIER 15A,1GTUUEEL3TZ353273,353273,"$71,271.13 "," (71,271.13)",353273,"PORRAS ALVARADO, OSCA   4/29/26  1GTUUEEL3TZ353273",G36786
2026 GMC Truck GMC SIER 15A,1GTUUEEL1TZ358780,358780,"$71,451.50 ",,,,
2026 GMC Truck GMC SIER 15A,1GTUUEEL8TZ357674,357674,"$71,729.00 "," (71,729.00)",357674,"NICHOLS, MICHAEL GLEN   4/30/26  1GTUUEEL8TZ357674",G36797
2026 GMC Truck GMC SIER 15A,3GTUUEEL4TG330178,330178,"$72,371.88 "," (72,371.88)",330178,2026 GMC SIERRA 1500    4/22/26  3GTUUEEL4TG330178,G36747
2026 GMC Truck GMC SIER 15A,3GTUUEEL1TG330395,330395,"$72,371.88 "," (72,371.88)",330395,2026 GMC SIERRA 1500    4/20/26  3GTUUEEL1TG330395,G36740
2026 GMC Truck GMC SIER EV,1GT1ETED2TU407219,407219,"$72,617.86 "," (72,617.86)",407219,2026 GMC SIERRA EV     12/05/25  1GT1ETED2TU407219,G35990
2026 GMC Truck GMC SIER 15D,3GTUUGEL9TG343066,343066,"$73,024.40 ",,,,
2026 GMC Truck GMC SIER 15D,3GTUUGEL7TG343146,343146,"$73,024.40 "," (73,024.40)",343146,"BAZE, DEBORAH SCARBRO   4/22/26  3GTUUGEL7TG343146",G36748
2026 GMC Truck GMC SIER 15D,1GTUUGEL5TZ355778,355778,"$73,024.40 "," (73,024.40)",355778,2026 GMC SIERRA 1500    4/30/26  1GTUUGEL5TZ355778,G36790
2026 GMC Truck GMC SIER 15D,3GTUUGELXTG347112,347112,"$73,283.40 ",,,,
2026 GMC Truck GMC SIER 15D,3GTUUGEL1TG347192,347192,"$73,283.40 ",,,,
2026 GMC Truck GMC SIER 15D,3GTUUGEL3TG347226,347226,"$73,283.40 ",,,,
2026 GMC Truck GMC SIER 15D,3GTUUGEL9TG347229,347229,"$73,283.40 ",,,,
2026 GMC Truck GMC SIER 15D,3GTUUGEL6TG342408,342408,"$73,579.40 ",,,,
2026 GMC Truck GMC SIER 15D,3GTUUGELXTG346994,346994,"$73,838.40 ",,,,
2026 GMC Truck GMC SIER 15D,3GTUUGEL1TG347189,347189,"$73,838.40 ",,,,
2026 GMC Truck GMC SIER 15D,3GTUUGEL8TG298864,298864,"$74,203.78 "," (74,203.78)",298864,2026 GMC SIERRA 1500    3/16/26  3GTUUGEL8TG298864,G36459
2026 GMC Truck GMC SIER 15D,3GTUUGELXTG298865,298865,"$74,203.78 "," (74,203.78)",298865,2026 GMC SIERRA 1500    3/24/26  3GTUUGELXTG298865,G36570
2026 GMC Truck GMC SIER 15D,3GTUUGEL3TG298867,298867,"$74,203.78 "," (74,203.78)",298867,"MEJIA VARGAS, JOAQUIN   3/24/26  3GTUUGEL3TG298867",G36552
2026 GMC Truck GMC SIER 15D,1GTUUGE80TZ243739,243739,"$75,241.70 "," (75,241.70)",243739,2026 GMC SIERRA 1500   12/02/25  1GTUUGE80TZ243739,G35940
2026 GMC Truck GMC SIER 15D,3GTUUGEL2TG126894,126894,"$75,855.20 "," (75,855.20)",126894,2026 GMC SIERRA 1500    9/15/25  3GTUUGEL2TG126894,G35379
2026 GMC Truck GMC SIER 15D,3GTUUGEL8TG126916,126916,"$75,855.20 "," (75,855.20)",126916,2026 GMC SIERRA 1500    9/15/25  3GTUUGEL8TG126916,G35380
2026 GMC Truck GMC SIER 15D,3GTUUGEL5TG126923,126923,"$75,855.20 "," (75,855.20)",126923,"BORRELLO, VINCENT      10/01/25  3GTUUGEL5TG126923",G35470
2026 GMC Truck GMC SIER 15D,3GTUUGEL4TG126928,126928,"$75,855.20 "," (75,855.20)",126928,2026 GMC SIERRA 1500    9/12/25  3GTUUGEL4TG126928,G35366
2026 GMC Truck GMC SIER 15D,3GTUUGEL2TG142125,142125,"$75,855.20 "," (75,855.20)",142125,2026 GMC SIERRA 1500   10/09/25  3GTUUGEL2TG142125,G35609
,,,," (75,864.15)",362259,2026 GMC SIERRA 1500    4/30/26  1GTUUGEL5TZ362259,G36791
,,,," (75,864.15)",362298,2026 GMC SIERRA 1500    4/30/26  1GTUUGEL4TZ362298,G36792
2026 GMC TRUCK SIERRA 1500,3GTUUGEL6TG156108,156108,"$76,000.00 "," (76,000.00)",156108,2026 GMC SIERRA 1500    4/22/26  3GTUUGEL6TG156108,G35618
2026 GMC Truck GMC SIER 15D,1GTUUGEL6TZ352386,352386,"$76,238.78 "," (76,238.78)",352386,2026 GMC SIERRA 1500    4/29/26  1GTUUGEL6TZ352386,G36773
2026 GMC Truck GMC SIER 15D,1GTUUGEL3TZ352412,352412,"$76,238.78 "," (76,238.78)",352412,2026 GMC SIERRA 1500    4/21/26  1GTUUGEL3TZ352412,G36742
2026 GMC Truck GMC SIER 15D,1GTUUGEL1TZ356944,356944,"$76,793.78 "," (76,793.78)",356944,2026 GMC SIERRA 1500    4/29/26  1GTUUGEL1TZ356944,G36776
2026 GMC Truck GMC SIER 15D,1GTUUGEL0TZ357308,357308,"$76,793.78 "," (76,793.78)",357308,2026 GMC SIERRA 1500    4/30/26  1GTUUGEL0TZ357308,G36793
2026 GMC Truck GMC YUK 4ELE,1GKS2BKD9TR310697,310697,"$76,890.60 "," (76,890.60)",310697,MCKINNEY BUICK GMC      4/01/26  1GKS2BKD9TR310697,G36655
2026 GMC Truck GMC SIER EV,1GT1ETED6TU408955,408955,"$77,172.57 "," (77,172.57)",408955,2026 GMC SIERRA EV     10/07/25  1GT1ETED6TU408955,G35590
2026 GMC Truck GMC SIER EV,1GT1ETED1TU408958,408958,"$77,172.57 "," (77,172.57)",408958,2026 GMC SIERRA EV     10/06/25  1GT1ETED1TU408958,G35582
2026 GMC Truck GMC SIER EV,1GT1ETED3TU408959,408959,"$77,172.57 "," (77,172.57)",408959,2026 GMC SIERRA EV     10/07/25  1GT1ETED3TU408959,G35588
2026 GMC Truck GMC SIER 15D,3GTUUGEL8TG156112,156112,"$77,710.55 "," (77,710.55)",156112,2026 GMC SIERRA 1500   10/23/25  3GTUUGEL8TG156112,G35689
2026 GMC Truck GMC SIER 15D,3GTUUGEL5TG170758,170758,"$77,710.55 "," (77,710.55)",170758,2026 GMC SIERRA 1500   10/20/25  3GTUUGEL5TG170758,G35660
2026 GMC Truck GMC YUK 2LEL,1GKS1GKD4TR275891,275891,"$77,769.35 "," (77,769.35)",275891,2026 GMC YUKON XL       3/03/26  1GKS1GKD4TR275891,G36359
2026 GMC Truck GMC SIER 15D,3GTUUGEL2TG155537,155537,"$78,175.55 "," (78,175.55)",155537,2026 GMC SIERRA 1500   10/17/25  3GTUUGEL2TG155537,G35649
2026 GMC Truck GMC YUK 4ELE,1GKS2BKD4TR340464,340464,"$78,393.73 ",,,,
2026 GMC Truck GMC YUK 4ELE,1GKS2BKD8TR340502,340502,"$78,393.73 ",,,,
2026 GMC Truck GMC SIER 15D,1GTUUGEL5TZ188421,188421,"$78,682.40 "," (78,682.40)",188421,2026 GMC SIERRA 1500   10/30/25  1GTUUGEL5TZ188421,G35768
2026 GMC Truck GMC SIER 15D,1GTUUGELXTZ188463,188463,"$78,682.40 "," (78,682.40)",188463,"REPETTO, FRANCO LUCIA  10/30/25  1GTUUGELXTZ188463",G35769
2026 GMC Truck GMC SIER 15D,1GTUUGEL3TZ190362,190362,"$78,733.55 "," (78,733.55)",190362,2026 GMC SIERRA 1500   10/23/25  1GTUUGEL3TZ190362,G35670
2026 GMC Truck GMC SIER EV,1GT1ETED8TU410111,410111,"$79,321.97 "," (79,321.97)",410111,2026 GMC SIERRA EV     10/28/25  1GT1ETED8TU410111,G35747
2026 GMC Truck GMC SIER EV,1GT1ETED5TU410115,410115,"$79,321.97 "," (79,321.97)",410115,2026 GMC SIERRA EV     10/15/25  1GT1ETED5TU410115,G35634
2026 GMC Truck GMC SIER EV,1GT1ETED7TU410116,410116,"$79,321.97 "," (79,321.97)",410116,BEACHSIDE CAPITAL LLC  10/23/25  1GT1ETED7TU410116,G35686
2024 GMC Truck GMC SIER EV,1GT401EL4RU401521,401521,"$79,596.00 "," (79,596.00)",401521,"MIHELICH, MATTHEW DAN   4/14/26  1GT401EL4RU401521",G33968
2026 GMC Truck GMC SIER EV,1GT1ETEDXTU410112,410112,"$79,805.59 "," (79,805.59)",410112,2026 GMC SIERRA EV     10/24/25  1GT1ETEDXTU410112,G35732
2026 GMC Truck GMC SIER EV,1GT1ETED1TU410113,410113,"$79,805.59 "," (79,805.59)",410113,2026 GMC SIERRA EV     10/24/25  1GT1ETED1TU410113,G35733
2026 GMC Truck GMC SIER EV,1GT1ETED3TU410114,410114,"$79,805.59 "," (79,805.59)",410114,2026 GMC SIERRA EV     10/23/25  1GT1ETED3TU410114,G35681
2026 GMC Truck GMC SIER EV,1GT1ETED4TU410123,410123,"$79,805.59 "," (79,805.59)",410123,2026 GMC SIERRA EV     10/23/25  1GT1ETED4TU410123,G35685
2026 GMC Truck GMC SIER EV,1GT1ETED8TU410125,410125,"$79,805.59 "," (79,805.59)",410125,2026 GMC SIERRA EV     10/23/25  1GT1ETED8TU410125,G35682
2026 GMC Truck GMC SIER 15A,3GTUUFE89TG346913,346913,"$80,472.35 ",,,,
2026 GMC Truck GMC SIER 15A,3GTUUFE8XTG347083,347083,"$80,472.35 ",,,,
2026 GMC Truck GMC YUK 4XEL,1GKS2GKD1TR287784,287784,"$81,276.73 "," (81,276.73)",287784,"WEBER, ALEX CHARLES     3/10/26  1GKS2GKD1TR287784",G36429
2026 GMC Truck GMC YUK 4XEL,1GKS2GKD8TR241899,241899,"$81,734.60 "," (81,734.60)",241899,2026 GMC YUKON XL       2/04/26  1GKS2GKD8TR241899,G36207
2026 GMC Truck GMC YUK 4XEL,1GKS2GKD8TR286602,286602,"$81,734.60 "," (81,734.60)",286602,"ANDREWS, JUSTIN MERED   3/10/26  1GKS2GKD8TR286602",G36425
2026 GMC Truck GMC SIER 15A,3GTUUFEL1TG342441,342441,"$81,767.35 ",,,,
2026 GMC Truck GMC SIER 15A,3GTUUFEL7TG342444,342444,"$81,767.35 ",,,,
2026 GMC Truck GMC SIER 15A,3GTUUFEL2TG342447,342447,"$81,767.35 ",,,,
2026 GMC TRUCK YUKON,1GKS2DKL4TR235877,235877,"$82,000.00 "," (82,000.00)",235877,"CRUM, DOUGLAS KEITH     4/22/26  1GKS2DKL4TR235877",G36316
2026 GMC Truck GMC SIER 15A,3GTUUFEL7TG343612,343612,"$82,225.23 "," (82,225.23)",343612,2026 GMC SIERRA 1500    4/27/26  3GTUUFEL7TG343612,G36757
2026 GMC Truck GMC SIER 15A,3GTUUFEL4TG343616,343616,"$82,225.23 "," (82,225.23)",343616,2026 GMC SIERRA 1500    4/27/26  3GTUUFEL4TG343616,G36758
2026 GMC Truck GMC SIER 15A,3GTUUFEL8TG343828,343828,"$82,225.23 "," (82,225.23)",343828,2026 GMC SIERRA 1500    4/23/26  3GTUUFEL8TG343828,G36752
2026 GMC Truck GMC SIER 15A,3GTUUFELXTG343832,343832,"$82,225.23 ",,,,
2026 GMC Truck GMC SIER 15A,3GTUUFEL1TG343833,343833,"$82,225.23 "," (82,225.23)",343833,SEWELL BUICK GMC        4/27/26  3GTUUFEL1TG343833,G36759
2026 GMC Truck GMC SIER 15A,3GTUUFEL3TG343834,343834,"$82,225.23 "," (82,225.23)",343834,2026 GMC SIERRA 1500    4/23/26  3GTUUFEL3TG343834,G36754
2026 GMC Truck GMC SIER 15A,3GTUUFEL7TG344128,344128,"$82,225.23 ",,,,
2026 GMC Truck GMC SIER 15A,3GTUUFEL9TG344129,344129,"$82,225.23 ",,,,
2026 GMC Truck GMC SIER 15A,3GTUUFEL9TG344132,344132,"$82,225.23 ",,,,
2026 GMC Truck GMC SIER 15A,3GTUUFEL0TG344133,344133,"$82,225.23 ",,,,
2026 GMC Truck GMC SIER 15A,3GTUUFEL4TG344135,344135,"$82,225.23 ",,,,
2026 GMC Truck GMC SIER 15A,3GTUUFEL6TG344136,344136,"$82,225.23 ",,,,
2026 GMC Truck GMC YUK 4DEN,1GKS2DKL0TR337970,337970,"$83,093.03 ",,,,
2026 GMC Truck GMC YUK 4XEL,1GKS2GKD4TR185539,185539,"$83,462.70 "," (83,462.70)",185539,2026 GMC YUKON XL      11/14/25  1GKS2GKD4TR185539,G35847
2026 GMC Truck GMC YUK 4XEL,1GKS2GKD1TR209778,209778,"$83,462.70 "," (83,462.70)",209778,2026 GMC YUKON XL       1/08/26  1GKS2GKD1TR209778,G36134
2026 GMC Truck GMC YUK 4XEL,1GKS2GKD3TR209832,209832,"$83,462.70 "," (83,462.70)",209832,2026 GMC YUKON XL      12/31/25  1GKS2GKD3TR209832,G36117
2026 GMC Truck GMC YUK 4XEL,1GKS2GKD9TR275639,275639,"$84,047.10 "," (84,047.10)",275639,2026 GMC YUKON XL       3/03/26  1GKS2GKD9TR275639,G36358
2026 GMC Truck GMC SIER 25D,1GT4UREY1TF214585,214585,"$86,226.83 "," (86,226.83)",214585,2026 GMC SIERRA 2500H   3/20/26  1GT4UREY1TF214585,G36509
2026 GMC Truck GMC SIER 25D,1GT4UREY8TF214728,214728,"$86,226.83 "," (86,226.83)",214728,2026 GMC SIERRA 2500H   2/17/26  1GT4UREY8TF214728,G36313
2026 GMC Truck GMC SIER 25D,1GT4UREY7TF186095,186095,"$86,720.00 "," (86,720.00)",186095,2026 GMC SIERRA 2500H  12/22/25  1GT4UREY7TF186095,G36081
2026 GMC Truck GMC SIER 25D,1GT4UREY3TF186501,186501,"$86,720.00 "," (86,720.00)",186501,"CZAPLICKI, SCOTT WILS  12/11/25  1GT4UREY3TF186501",G36029
2026 GMC Truck GMC SIER 25D,1GT4UREY7TF186582,186582,"$86,720.00 "," (86,720.00)",186582,"TANKERSLEY, VICTOR VA  12/15/25  1GT4UREY7TF186582",G36040
2026 GMC Truck GMC SIER 25D,1GT4UREYXTF186933,186933,"$86,720.00 "," (86,720.00)",186933,2026 GMC SIERRA 2500H  12/11/25  1GT4UREYXTF186933,G36030
2026 GMC Truck GMC SIER 25D,1GT4UREY1TF214456,214456,"$86,781.83 "," (86,781.83)",214456,2026 GMC SIERRA 2500H   2/16/26  1GT4UREY1TF214456,G36303
2026 GMC Truck GMC SIER 25D,1GT4UREY0TF214626,214626,"$86,781.83 "," (86,781.83)",214626,2026 GMC SIERRA 2500H   2/16/26  1GT4UREY0TF214626,G36289
2026 GMC Truck GMC SIER 25D,1GT4UREY1TF214781,214781,"$86,781.83 "," (86,781.83)",214781,2026 GMC SIERRA 2500H   2/18/26  1GT4UREY1TF214781,G36323
2026 GMC Truck GMC SIER 25A,1GT4UPEY9TF224155,224155,"$86,930.45 "," (86,930.45)",224155,EWING BUICK GMC         4/29/26  1GT4UPEY9TF224155,G36774
2026 GMC Truck GMC SIER 25D,1GT4UREY4TF183414,183414,"$87,224.13 "," (87,224.13)",183414,2026 GMC SIERRA 2500H  12/05/25  1GT4UREY4TF183414,G35965
2026 GMC Truck GMC SIER 25D,1GT4UREY4TF191044,191044,"$87,224.13 "," (87,224.13)",191044,2026 GMC SIERRA 2500H  12/18/25  1GT4UREY4TF191044,G36069
2026 GMC Truck GMC SIER 25D,1GT4UREY3TF185753,185753,"$87,275.00 "," (87,275.00)",185753,2026 GMC SIERRA 2500H  12/11/25  1GT4UREY3TF185753,G36028
2026 GMC Truck GMC SIER 25D,1GT4UREY1TF185881,185881,"$87,275.00 "," (87,275.00)",185881,2026 GMC SIERRA 2500H  12/10/25  1GT4UREY1TF185881,G36024
2026 GMC Truck GMC SIER 25D,1GT4UREY5TF183504,183504,"$87,779.13 "," (87,779.13)",183504,2026 GMC SIERRA 2500H  12/11/25  1GT4UREY5TF183504,G36027
2026 GMC Truck GMC SIER 25D,1GT4UREY0TF191266,191266,"$87,779.13 "," (87,779.13)",191266,2026 GMC SIERRA 2500H  12/18/25  1GT4UREY0TF191266,G36075
2026 GMC Truck GMC SIER 25D,1GT4UREY8TF191306,191306,"$87,779.13 "," (87,779.13)",191306,2026 GMC SIERRA 2500H  12/18/25  1GT4UREY8TF191306,G36070
2026 GMC Truck GMC SIER 25D,1GT4UREY4TF191612,191612,"$87,779.13 "," (87,779.13)",191612,2026 GMC SIERRA 2500H  12/16/25  1GT4UREY4TF191612,G36045
2026 GMC Truck GMC SIER 25D,1GT4UREY5TF223466,223466,"$88,534.70 "," (88,534.70)",223466,2026 GMC SIERRA 2500H   3/27/26  1GT4UREY5TF223466,G36612
2026 GMC Truck GMC SIER 25D,1GT4UREY5TF224018,224018,"$88,534.70 "," (88,534.70)",224018,"ORTEGA, SERGIO          4/29/26  1GT4UREY5TF224018",G36777
2026 GMC Truck GMC SIER 25D,1GT4UREY7TF224506,224506,"$88,534.70 "," (88,534.70)",224506,2026 GMC SIERRA 2500H   4/21/26  1GT4UREY7TF224506,G36743
2026 GMC Truck GMC SIER 25D,1GT4UREY4TF224575,224575,"$88,534.70 "," (88,534.70)",224575,2026 GMC SIERRA 2500H   4/29/26  1GT4UREY4TF224575,G36775
2026 GMC Truck GMC YUK 4DEN,1GKS2DKL4TR294590,294590,"$88,911.28 "," (88,911.28)",294590,"LEAT, EMILY LYNNE       3/17/26  1GKS2DKL4TR294590",G36474
2026 GMC Truck GMC YUK 4DEN,1GKS2DKL6TR294803,294803,"$88,911.28 "," (88,911.28)",294803,2026 GMC YUKON          3/19/26  1GKS2DKL6TR294803,G36501
2026 GMC Truck GMC SIER 25D,1GT4UREY2TF223604,223604,"$89,089.70 "," (89,089.70)",223604,"HORTON, KENNETH SCOTT   4/29/26  1GT4UREY2TF223604",G36778
2026 GMC Truck GMC SIER 25D,1GT4UREY2TF224073,224073,"$89,089.70 "," (89,089.70)",224073,2026 GMC SIERRA 2500H   3/20/26  1GT4UREY2TF224073,G36511
2026 GMC Truck GMC SIER 25D,1GT4UREY9TF224149,224149,"$89,089.70 "," (89,089.70)",224149,2026 GMC SIERRA 2500H   3/20/26  1GT4UREY9TF224149,G36503
